# Transcript IDs from the BED file provided by Birmingham, annotated with information
# from MANE.GRCh38.v1.5.summary.txt.gz
# (https://ftp.ncbi.nlm.nih.gov/refseq/MANE/MANE_human/release_1.5/)
#
# This analysis was suggested by the team to determine how many TSO500 transcripts
# correspond to MANE Select or MANE Plus Clinical transcripts.

TSO500_transcripts	#NCBI_GeneID	Ensembl_Gene	HGNC_ID	symbol	name	RefSeq_nuc	RefSeq_prot	Ensembl_nuc	Ensembl_prot	MANE_status	GRCh38_chr	chr_start	chr_end	chr_strand
NM_024529.5	GeneID:79577	ENSG00000134371.17	HGNC:16783	CDC73	cell division cycle 73	NM_024529.5	NP_078805.3	ENST00000367435.5	ENSP00000356405.4	MANE Select	NC_000001.11	193122031	193254815	+
NM_024626.4	GeneID:79679	ENSG00000134258.20	HGNC:28873	VTCN1	V-set domain containing T cell activation inhibitor 1	NM_024626.4	NP_078902.2	ENST00000369458.8	ENSP00000358470.3	MANE Select	NC_000001.11	117143587	117210927	-
NM_024675.4	GeneID:79728	ENSG00000083093.14	HGNC:26144	PALB2	partner and localizer of BRCA2	NM_024675.4	NP_078951.2	ENST00000261584.9	ENSP00000261584.4	MANE Select	NC_000016.10	23603165	23641310	-
NM_024870.4	GeneID:80243	ENSG00000046889.21	HGNC:22950	PREX2	"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2"	NM_024870.4	NP_079146.2	ENST00000288368.5	ENSP00000288368.4	MANE Select	NC_000008.11	67952046	68237032	+
NM_025069.3	GeneID:80139	ENSG00000183779.8	HGNC:25883	ZNF703	zinc finger protein 703	NM_025069.3	NP_079345.1	ENST00000331569.6	ENSP00000332325.4	MANE Select	NC_000008.11	37695782	37700019	+
NM_025239.4	GeneID:80380	ENSG00000197646.10	HGNC:18731	PDCD1LG2	programmed cell death 1 ligand 2	NM_025239.4	NP_079515.2	ENST00000397747.5	ENSP00000380855.3	MANE Select	NC_000009.12	5510531	5571282	+
NM_030625.3	GeneID:80312	ENSG00000138336.11	HGNC:29484	TET1	tet methylcytosine dioxygenase 1	NM_030625.3	NP_085128.2	ENST00000373644.5	ENSP00000362748.4	MANE Select	NC_000010.11	68560337	68694487	+
NM_030662.4	GeneID:5605	ENSG00000126934.17	HGNC:6842	MAP2K2	mitogen-activated protein kinase kinase 2	NM_030662.4	NP_109587.1	ENST00000262948.10	ENSP00000262948.4	MANE Select	NC_000019.10	4090321	4124122	-
NM_031263.4	GeneID:3190	ENSG00000165119.25	HGNC:5044	HNRNPK	heterogeneous nuclear ribonucleoprotein K	NM_031263.4	NP_112553.1	ENST00000376263.8	ENSP00000365439.3	MANE Select	NC_000009.12	83968083	83980215	-
NM_032043.3	GeneID:83990	ENSG00000136492.12	HGNC:20473	BRIP1	BRCA1 interacting DNA helicase 1	NM_032043.3	NP_114432.2	ENST00000259008.7	ENSP00000259008.2	MANE Select	NC_000017.11	61679139	61863528	-
NM_032199.3	GeneID:84159	ENSG00000150347.18	HGNC:17362	ARID5B	AT-rich interaction domain 5B	NM_032199.3	NP_115575.1	ENST00000279873.12	ENSP00000279873.7	MANE Select	NC_000010.11	61901699	62096944	+
NM_032271.3	GeneID:84231	ENSG00000131653.16	HGNC:20456	TRAF7	TNF receptor associated factor 7	NM_032271.3	NP_115647.2	ENST00000326181.11	ENSP00000318944.6	MANE Select	NC_000016.10	2155782	2178129	+
NM_032415.7	GeneID:84433	ENSG00000198286.13	HGNC:16393	CARD11	caspase recruitment domain family member 11	NM_032415.7	NP_115791.3	ENST00000396946.9	ENSP00000380150.4	MANE Select	NC_000007.14	2906142	3043867	-
NM_032444.4	GeneID:84464	ENSG00000188827.13	HGNC:23845	SLX4	SLX4 structure-specific endonuclease subunit	NM_032444.4	NP_115820.2	ENST00000294008.4	ENSP00000294008.3	MANE Select	NC_000016.10	3581181	3611606	-
NM_032482.3	GeneID:84444	ENSG00000104885.21	HGNC:24948	DOT1L	DOT1 like histone lysine methyltransferase	NM_032482.3	NP_115871.1	ENST00000398665.8	ENSP00000381657.3	MANE Select	NC_000019.10	2163933	2232578	+
NM_032638.5	GeneID:2624	ENSG00000179348.15	HGNC:4171	GATA2	GATA binding protein 2	NM_032638.5	NP_116027.2	ENST00000341105.7	ENSP00000345681.2	MANE Select	NC_000003.12	128479427	128493201	-
NM_032777.10	GeneID:25960	ENSG00000020181.20	HGNC:17849	ADGRA2	adhesion G protein-coupled receptor A2	NM_032777.10	NP_116166.9	ENST00000412232.3	ENSP00000406367.2	MANE Select	NC_000008.11	37796883	37844896	+
NM_033163.5	GeneID:2253	ENSG00000107831.15	HGNC:3686	FGF8	fibroblast growth factor 8	NM_033163.5	NP_149353.1	ENST00000320185.7	ENSP00000321797.2	MANE Select	NC_000010.11	101770109	101776114	-
NM_053056.3	GeneID:595	ENSG00000110092.6	HGNC:1582	CCND1	cyclin D1	NM_053056.3	NP_444284.1	ENST00000227507.3	ENSP00000227507.2	MANE Select	NC_000011.10	69641156	69654474	+
NM_058216.3	GeneID:5889	ENSG00000108384.18	HGNC:9820	RAD51C	RAD51 paralog C	NM_058216.3	NP_478123.1	ENST00000337432.9	ENSP00000336701.4	MANE Select	NC_000017.11	58692602	58735611	+
NM_078626.3	GeneID:1031	ENSG00000123080.14	HGNC:1789	CDKN2C	cyclin dependent kinase inhibitor 2C	NM_078626.3	NP_523240.1	ENST00000371761.4	ENSP00000360826.3	MANE Select	NC_000001.11	50970245	50974634	+
NM_130446.4	GeneID:89857	ENSG00000172578.13	HGNC:18653	KLHL6	kelch like family member 6	NM_130446.4	NP_569713.2	ENST00000341319.8	ENSP00000341342.3	MANE Select	NC_000003.12	183487551	183555706	-
NM_133510.4	GeneID:5890	ENSG00000182185.20	HGNC:9822	RAD51B	RAD51 paralog B	NM_133510.4	NP_598194.1	ENST00000471583.6	ENSP00000418859.1	MANE Select	NC_000014.9	67819779	68478093	+
NM_134424.4	GeneID:5893	ENSG00000002016.20	HGNC:9824	RAD52	RAD52 DNA repair protein	NM_134424.4	NP_602296.2	ENST00000358495.8	ENSP00000351284.3	MANE Select	NC_000012.12	911736	949694	-
NM_138578.3	GeneID:598	ENSG00000171552.16	HGNC:992	BCL2L1	BCL2 like 1	NM_138578.3	NP_612815.1	ENST00000307677.5	ENSP00000302564.4	MANE Select	NC_000020.11	31664458	31722868	-
NM_138621.5	GeneID:10018	ENSG00000153094.27	HGNC:994	BCL2L11	BCL2 like 11	NM_138621.5	NP_619527.1	ENST00000393256.8	ENSP00000376943.2	MANE Select	NC_000002.12	111120914	111168444	+
NM_138711.6	GeneID:5468	ENSG00000132170.26	HGNC:9236	PPARG	peroxisome proliferator activated receptor gamma	NM_138711.6	NP_619725.3	ENST00000651735.1	ENSP00000498313.1	MANE Select	NC_000003.12	12289070	12434344	+
NM_139076.3	GeneID:84142	ENSG00000163322.16	HGNC:25829	ABRAXAS1	"abraxas 1, BRCA1 A complex subunit"	NM_139076.3	NP_620775.2	ENST00000321945.12	ENSP00000369857.3	MANE Select	NC_000004.12	83459517	83485100	-
NM_139276.3	GeneID:6774	ENSG00000168610.19	HGNC:11364	STAT3	signal transducer and activator of transcription 3	NM_139276.3	NP_644805.1	ENST00000264657.10	ENSP00000264657.4	MANE Select	NC_000017.11	42313324	42388442	-
NM_144997.7	GeneID:201163	ENSG00000154803.15	HGNC:27310	FLCN	folliculin	NM_144997.7	NP_659434.2	ENST00000285071.9	ENSP00000285071.4	MANE Select	NC_000017.11	17212212	17237168	-
NM_152424.4	GeneID:139285	ENSG00000184675.11	HGNC:26837	AMER1	APC membrane recruitment protein 1	NM_152424.4	NP_689637.3	ENST00000374869.8	ENSP00000364003.4	MANE Select	NC_000023.11	64185117	64205708	-
NM_152641.4	GeneID:196528	ENSG00000189079.20	HGNC:18037	ARID2	AT-rich interaction domain 2	NM_152641.4	NP_689854.2	ENST00000334344.11	ENSP00000335044.6	MANE Select	NC_000012.12	45729706	45908037	+
NM_152756.5	GeneID:253260	ENSG00000164327.16	HGNC:28611	RICTOR	RPTOR independent companion of MTOR complex 2	NM_152756.5	NP_689969.2	ENST00000357387.8	ENSP00000349959.3	MANE Select	NC_000005.10	38937920	39074399	-
NM_170606.3	GeneID:58508	ENSG00000055609.22	HGNC:13726	KMT2C	lysine methyltransferase 2C	NM_170606.3	NP_733751.2	ENST00000262189.11	ENSP00000262189.6	MANE Select	NC_000007.14	152134925	152436003	-
NM_173808.3	GeneID:257194	ENSG00000172260.15	HGNC:17302	NEGR1	neuronal growth regulator 1	NM_173808.3	NP_776169.2	ENST00000357731.10	ENSP00000350364.4	MANE Select	NC_000001.11	71395943	72282539	-
NM_175634.3	GeneID:862	ENSG00000079102.20	HGNC:1535	RUNX1T1	RUNX1 partner transcriptional co-repressor 1	NM_175634.3	NP_783552.1	ENST00000523629.7	ENSP00000428543.1	MANE Select	NC_000008.11	91954972	92103385	-
NM_177438.3	GeneID:23405	ENSG00000100697.19	HGNC:17098	DICER1	"dicer 1, ribonuclease III"	NM_177438.3	NP_803187.1	ENST00000343455.8	ENSP00000343745.3	MANE Select	NC_000014.9	95086228	95157529	-
NM_177990.4	GeneID:57144	ENSG00000101349.18	HGNC:15916	PAK5	p21 (RAC1) activated kinase 5	NM_177990.4	NP_817127.1	ENST00000353224.10	ENSP00000322957.5	MANE Select	NC_000020.11	9537370	9839076	-
NM_181458.4	GeneID:5077	ENSG00000135903.21	HGNC:8617	PAX3	paired box 3	NM_181458.4	NP_852123.1	ENST00000392070.7	ENSP00000375922.3	MANE Select	NC_000002.12	222199887	222298998	-
NM_181523.3	GeneID:5295	ENSG00000145675.18	HGNC:8979	PIK3R1	phosphoinositide-3-kinase regulatory subunit 1	NM_181523.3	NP_852664.1	ENST00000521381.6	ENSP00000428056.1	MANE Select	NC_000005.10	68215756	68301821	+
NM_181659.3	GeneID:8202	ENSG00000124151.21	HGNC:7670	NCOA3	nuclear receptor coactivator 3	NM_181659.3	NP_858045.1	ENST00000371998.8	ENSP00000361066.3	MANE Select	NC_000020.11	47501887	47656872	+
NM_182918.4	GeneID:2078	ENSG00000157554.22	HGNC:3446	ERG	ETS transcription factor ERG	NM_182918.4	NP_891548.1	ENST00000288319.12	ENSP00000288319.7	MANE Select	NC_000021.9	38380036	38498477	-
NM_182925.5	GeneID:2324	ENSG00000037280.18	HGNC:3767	FLT4	fms related receptor tyrosine kinase 4	NM_182925.5	NP_891555.2	ENST00000261937.11	ENSP00000261937.6	MANE Select	NC_000005.10	180601506	180649600	-
NM_198239.2	GeneID:8838	ENSG00000112761.23	HGNC:12771	CCN6	cellular communication network factor 6	NM_198239.2	NP_937882.2	ENST00000368666.7	ENSP00000357655.4	MANE Select	NC_000006.12	112054104	112069686	+
NM_198253.3	GeneID:7015	ENSG00000164362.23	HGNC:11730	TERT	telomerase reverse transcriptase	NM_198253.3	NP_937983.2	ENST00000310581.10	ENSP00000309572.5	MANE Select	NC_000005.10	1253167	1295068	-
NM_198291.3	GeneID:6714	ENSG00000197122.15	HGNC:11283	SRC	"SRC proto-oncogene, non-receptor tyrosine kinase"	NM_198291.3	NP_938033.1	ENST00000373578.7	ENSP00000362680.2	MANE Select	NC_000020.11	37346140	37406050	+
NM_198437.3	GeneID:6790	ENSG00000087586.20	HGNC:11393	AURKA	aurora kinase A	NM_198437.3	NP_940839.1	ENST00000395915.8	ENSP00000379251.3	MANE Select	NC_000020.11	56369390	56392215	-
NM_203500.2	GeneID:9817	ENSG00000079999.16	HGNC:23177	KEAP1	kelch like ECH associated protein 1	NM_203500.2	NP_987096.1	ENST00000171111.10	ENSP00000171111.4	MANE Select	NC_000019.10	10486125	10503356	-
NM_213647.3	GeneID:2264	ENSG00000160867.17	HGNC:3691	FGFR4	fibroblast growth factor receptor 4	NM_213647.3	NP_998812.1	ENST00000292408.9	ENSP00000292408.4	MANE Select	NC_000005.10	177086915	177098144	+
NM_001014431.2	NOT_FOUND													
NM_001127500.3	NOT_FOUND													
NM_001130442.3	NOT_FOUND													
NM_001174067.2	NOT_FOUND													
